apple_music_id,artist,name,key,bpm
520C6A3A56367859,Weval,Something,2m,85
BDBED96E7AD04FD0,Bella Boo,boyboy,2m,104
73D19DC8642D2C72,Tunnelvisions,Gobi,1m,109
9390368920ED7093,Yoko Duo,Blowfish (Lake People Remix),4m,115
A88C68D837388D18,Youandewan,10405 (Alice),3d,117
0C6A364DCE083296,Francis Harris,Lostfound (Matthew Herbert's Let Yourself Go Mix),6d,120
233023F6BBA1EEEE,Solomun,Forever (Original Mix),3d,122
EB374DC192EA65F1,Daso,Meine,4m,126
904959D73E2AB42E,Genius Of Time,Sunswell,3d,124
DC08137A23A8469D,Michael Mayer feat. Joe Goddard,For You (DJ Koze Mbira Remix Full Version),5d,124
09376D4F66C3C9F0,Dave DK,Jelly Legs,6m,120
08756198B09EF954,Xinobi,Far Away Place (Jody Wisternoff & James Grant Remix),1m,120
A4644980C3C12C92,Daniel Bortz,Boyz 2 Men (Original Mix),1m,120
90DEEA525D379D19,Frankey & Sandrino,Acamar,1m,120
A780045365766576,Kiasmos,Shed,1d,124
1E85D94BFD431D27,Kasper Björke feat. Sisi Ey,Apart (Michael Mayer Remix),1d,124
